vid,date,time,case,type,pcu,speed,ped,cross,park,headway
794,"Saturday, June 19, 2021",12:09:25,covnaf,car,1,34,11,3,1,0.267
795,"Saturday, June 19, 2021",12:09:30,covnaf,long,3,36,11,3,1,0.083
796,"Saturday, June 19, 2021",12:09:52,covnaf,car,1,22,11,3,1,0.367
797,"Saturday, June 19, 2021",12:10:01,covnaf,car,1,37,9,2,0,0.15
798,"Saturday, June 19, 2021",12:10:05,covnaf,car,1,34,9,2,0,0.067
799,"Saturday, June 19, 2021",12:10:37,covnaf,car,1,24,9,2,0,0.533
800,"Saturday, June 19, 2021",12:10:43,covnaf,car,1,23,9,2,0,0.1
801,"Saturday, June 19, 2021",12:10:52,covnaf,truck,2,30,9,2,0,0.15
802,"Saturday, June 19, 2021",12:11:31,covnaf,car,1,34,9,2,0,0.65
803,"Saturday, June 19, 2021",12:12:38,covnaf,truck,2,10,16,1,0,0.117
804,"Saturday, June 19, 2021",12:12:40,covnaf,car,1,10,16,1,0,0.033
805,"Saturday, June 19, 2021",12:12:49,covnaf,car,1,51,16,1,0,0.15
806,"Saturday, June 19, 2021",12:13:00,covnaf,car,1,24,16,1,0,0.183
807,"Saturday, June 19, 2021",12:13:24,covnaf,car,1,32,16,1,0,0.4
808,"Saturday, June 19, 2021",12:13:29,covnaf,moto,0.5,44,16,1,0,0.083
809,"Saturday, June 19, 2021",12:13:35,covnaf,car,1,32,16,1,0,0.1
810,"Saturday, June 19, 2021",12:15:11,covnaf,moto,0.5,35,5,2,0,0.6
811,"Saturday, June 19, 2021",12:15:15,covnaf,truck,2,32,5,2,0,0.067
812,"Saturday, June 19, 2021",12:16:04,covnaf,car,1,31,5,2,0,0.817
813,"Saturday, June 19, 2021",12:16:11,covnaf,car,1,26,5,2,0,0.117
814,"Saturday, June 19, 2021",12:17:40,covnaf,car,1,36,6,0,0,0.483
815,"Saturday, June 19, 2021",12:17:57,covnaf,car,1,27,6,0,0,0.283
816,"Saturday, June 19, 2021",12:18:05,covnaf,car,1,42,6,0,0,0.133
817,"Saturday, June 19, 2021",12:18:09,covnaf,car,1,33,6,0,0,0.067
818,"Saturday, June 19, 2021",12:18:50,covnaf,car,1,34,6,0,0,0.683
819,"Saturday, June 19, 2021",12:20:02,covnaf,car,1,34,2,0,0,0.2
820,"Saturday, June 19, 2021",12:20:08,covnaf,car,1,29,2,0,0,0.1
821,"Saturday, June 19, 2021",12:20:27,covnaf,car,1,36,2,0,0,0.317
822,"Saturday, June 19, 2021",12:22:19,covnaf,car,1,19,12,4,1,0.867
823,"Saturday, June 19, 2021",12:22:28,covnaf,car,1,41,12,4,1,0.15
824,"Saturday, June 19, 2021",12:22:58,covnaf,car,1,27,12,4,1,0.5
825,"Saturday, June 19, 2021",12:24:00,covnaf,car,1,37,10,1,0,0.033
826,"Saturday, June 19, 2021",12:24:30,covnaf,car,1,48,10,1,0,0.5
827,"Saturday, June 19, 2021",12:24:38,covnaf,moto,0.5,48,10,1,0,0.133
828,"Saturday, June 19, 2021",12:24:44,covnaf,car,1,30,10,1,0,0.1
829,"Saturday, June 19, 2021",12:24:50,covnaf,truck,2,29,10,1,0,0.1
830,"Saturday, June 19, 2021",12:24:52,covnaf,car,1,30,10,1,0,0.033
831,"Saturday, June 19, 2021",12:25:28,covnaf,truck,2,32,10,1,0,0.6
832,"Saturday, June 19, 2021",12:25:34,covnaf,car,1,5,10,1,0,0.1
833,"Saturday, June 19, 2021",12:25:35,covnaf,car,1,6,10,1,0,0.017
834,"Saturday, June 19, 2021",12:26:05,covnaf,car,1,36,12,1,0,0.5
835,"Saturday, June 19, 2021",12:26:45,covnaf,car,1,33,12,1,0,0.667
836,"Saturday, June 19, 2021",12:26:50,covnaf,car,1,27,12,1,0,0.083
837,"Saturday, June 19, 2021",12:26:51,covnaf,car,1,26,12,1,0,0.017
838,"Saturday, June 19, 2021",12:29:20,covnaf,car,1,37,2,1,0,0.483
839,"Saturday, June 19, 2021",12:29:26,covnaf,truck,2,24,2,1,0,0.1
840,"Saturday, June 19, 2021",12:29:38,covnaf,car,1,32,2,1,0,0.2
841,"Saturday, June 19, 2021",12:29:42,covnaf,car,1,26,2,1,0,0.067
842,"Saturday, June 19, 2021",12:31:10,covnaf,car,1,25,17,1,0,0.467
843,"Saturday, June 19, 2021",12:31:19,covnaf,moto,0.5,30,17,1,0,0.15
844,"Saturday, June 19, 2021",12:32:34,covnaf,car,1,24,17,1,0,0.25
845,"Saturday, June 19, 2021",12:33:23,covnaf,car,1,28,7,0,0,0.817
846,"Saturday, June 19, 2021",12:33:26,covnaf,moto,0.5,13,7,0,0,0.05
847,"Saturday, June 19, 2021",12:33:46,covnaf,moto,0.5,37,7,0,0,0.333
848,"Saturday, June 19, 2021",12:33:48,covnaf,car,1,36,7,0,0,0.033
849,"Saturday, June 19, 2021",12:33:56,covnaf,car,1,32,7,0,0,0.133
850,"Saturday, June 19, 2021",12:34:01,covnaf,car,1,30,7,0,0,0.083
851,"Saturday, June 19, 2021",12:34:05,covnaf,car,1,29,7,0,0,0.067
852,"Saturday, June 19, 2021",12:34:11,covnaf,car,1,28,7,0,0,0.1
853,"Saturday, June 19, 2021",12:34:45,covnaf,car,1,31,7,0,0,0.567
854,"Saturday, June 19, 2021",12:34:47,covnaf,moto,0.5,46,7,0,0,0.033
855,"Saturday, June 19, 2021",12:35:30,covnaf,truck,2,28,10,1,0,0.717
856,"Saturday, June 19, 2021",12:35:57,covnaf,car,1,26,10,1,0,0.45
857,"Saturday, June 19, 2021",12:36:19,covnaf,car,1,24,10,1,0,0.367
858,"Saturday, June 19, 2021",12:36:23,covnaf,car,1,32,10,1,0,0.067
859,"Saturday, June 19, 2021",12:38:05,covnaf,truck,2,35,26,4,0,0.7
860,"Saturday, June 19, 2021",12:38:11,covnaf,car,1,24,26,4,0,0.1
861,"Saturday, June 19, 2021",12:38:57,covnaf,moto,0.5,24,26,4,0,0.767
862,"Saturday, June 19, 2021",12:39:07,covnaf,car,1,35,26,4,0,0.167
863,"Saturday, June 19, 2021",12:39:31,covnaf,car,1,6,26,4,0,0.4
864,"Saturday, June 19, 2021",12:39:55,covnaf,car,1,31,26,4,0,0.4
865,"Saturday, June 19, 2021",12:40:29,covnaf,car,1,34,8,3,0,0.567
866,"Saturday, June 19, 2021",12:40:44,covnaf,truck,2,35,8,3,0,0.25
867,"Saturday, June 19, 2021",12:41:09,covnaf,car,1,35,8,3,0,0.417
868,"Saturday, June 19, 2021",12:41:41,covnaf,car,1,24,8,3,0,0.533
869,"Saturday, June 19, 2021",12:43:22,covnaf,car,1,17,9,1,0,0.683
870,"Saturday, June 19, 2021",12:43:41,covnaf,car,1,38,9,1,0,0.317
871,"Saturday, June 19, 2021",12:44:00,covnaf,car,1,39,9,1,0,0.317
872,"Saturday, June 19, 2021",12:44:14,covnaf,car,1,29,9,1,0,0.233
873,"Saturday, June 19, 2021",12:44:17,covnaf,car,1,45,9,1,0,0.05
874,"Saturday, June 19, 2021",12:44:22,covnaf,car,1,16,9,1,0,0.083
875,"Saturday, June 19, 2021",12:45:37,covnaf,car,1,35,13,3,0,0.25
876,"Saturday, June 19, 2021",12:46:13,covnaf,car,1,17,13,3,0,0.6
877,"Saturday, June 19, 2021",12:46:37,covnaf,car,1,33,13,3,0,0.4
878,"Saturday, June 19, 2021",12:46:51,covnaf,car,1,41,13,3,0,0.233
879,"Saturday, June 19, 2021",12:47:20,covnaf,car,1,13,12,2,0,0.483
880,"Saturday, June 19, 2021",12:47:42,covnaf,car,1,11,12,2,0,0.367
881,"Saturday, June 19, 2021",12:47:57,covnaf,car,1,30,12,2,0,0.25
882,"Saturday, June 19, 2021",12:47:59,covnaf,car,1,33,12,2,0,0.033
883,"Saturday, June 19, 2021",12:49:03,covnaf,car,1,41,15,5,0,0.067
884,"Saturday, June 19, 2021",12:49:04,covnaf,car,1,54,15,5,0,0.017
885,"Saturday, June 19, 2021",12:49:40,covnaf,car,1,22,15,5,0,0.6
886,"Saturday, June 19, 2021",12:49:44,covnaf,car,1,24,15,5,0,0.067
887,"Saturday, June 19, 2021",12:49:47,covnaf,car,1,30,15,5,0,0.05
888,"Saturday, June 19, 2021",12:50:12,covnaf,car,1,19,15,5,0,0.417
889,"Saturday, June 19, 2021",12:50:43,covnaf,car,1,31,15,5,0,0.517
890,"Saturday, June 19, 2021",12:50:50,covnaf,car,1,29,15,5,0,0.117
891,"Saturday, June 19, 2021",12:51:07,covnaf,car,1,24,7,2,0,0.283
892,"Saturday, June 19, 2021",12:51:14,covnaf,car,1,29,7,2,0,0.117
893,"Saturday, June 19, 2021",12:51:20,covnaf,truck,2,39,7,2,0,0.1
894,"Saturday, June 19, 2021",12:51:26,covnaf,car,1,33,7,2,0,0.1
895,"Saturday, June 19, 2021",12:51:46,covnaf,car,1,28,7,2,0,0.333
896,"Saturday, June 19, 2021",12:51:51,covnaf,moto,0.5,38,7,2,0,0.083
897,"Saturday, June 19, 2021",12:52:17,covnaf,car,1,33,7,2,0,0.433
898,"Saturday, June 19, 2021",12:52:17,covnaf,car,1,31,7,2,0,0
899,"Saturday, June 19, 2021",12:52:44,covnaf,car,1,37,7,2,0,0.45
900,"Saturday, June 19, 2021",12:54:01,covnaf,car,1,36,6,2,0,0.283
901,"Saturday, June 19, 2021",12:54:35,covnaf,car,1,44,6,2,0,0.567
902,"Saturday, June 19, 2021",12:54:43,covnaf,car,1,9,6,2,0,0.133
903,"Saturday, June 19, 2021",12:55:03,covnaf,car,1,32,6,2,0,0.333
904,"Saturday, June 19, 2021",12:55:35,covnaf,truck,2,27,6,2,0,0.533
905,"Saturday, June 19, 2021",12:56:24,covnaf,car,1,29,7,1,0,0.817
906,"Saturday, June 19, 2021",12:56:30,covnaf,car,1,30,7,1,0,0.1
907,"Saturday, June 19, 2021",12:57:09,covnaf,car,1,34,7,1,0,0.65
908,"Saturday, June 19, 2021",12:57:16,covnaf,car,1,14,7,1,0,0.117
909,"Saturday, June 19, 2021",12:57:22,covnaf,car,1,25,7,1,0,0.1
910,"Saturday, June 19, 2021",12:57:25,covnaf,car,1,25,7,1,0,0.05
911,"Saturday, June 19, 2021",12:57:28,covnaf,car,1,21,7,1,0,0.05
912,"Saturday, June 19, 2021",12:57:33,covnaf,car,1,59,7,1,0,0.083
913,"Saturday, June 19, 2021",12:57:38,covnaf,car,1,36,7,1,0,0.083
914,"Saturday, June 19, 2021",12:57:44,covnaf,car,1,31,7,1,0,0.1
915,"Saturday, June 19, 2021",12:57:53,covnaf,car,1,36,7,1,0,0.15
916,"Saturday, June 19, 2021",12:58:38,covnaf,car,1,31,5,0,0,0.75
917,"Saturday, June 19, 2021",12:58:40,covnaf,truck,2,30,5,0,0,0.033
918,"Saturday, June 19, 2021",12:58:59,covnaf,car,1,23,5,0,0,0.317
919,"Saturday, June 19, 2021",12:59:03,covnaf,truck,2,21,5,0,0,0.067
920,"Saturday, June 19, 2021",12:59:15,covnaf,car,1,34,5,0,0,0.2
921,"Saturday, June 19, 2021",12:59:55,covnaf,car,1,37,5,0,0,0.667
922,"Saturday, June 19, 2021",13:00:09,covnaf,car,1,28,4,4,0,0.233
923,"Saturday, June 19, 2021",13:00:17,covnaf,car,1,27,4,4,0,0.133
924,"Saturday, June 19, 2021",13:00:25,covnaf,car,1,31,4,4,0,0.133
925,"Saturday, June 19, 2021",13:00:26,covnaf,car,1,31,4,4,0,0.017
926,"Saturday, June 19, 2021",13:00:51,covnaf,car,1,16,4,4,0,0.417
927,"Saturday, June 19, 2021",13:01:29,covnaf,car,1,7,4,4,0,0.633
928,"Saturday, June 19, 2021",13:02:01,covnaf,car,1,26,14,1,0,0.533
929,"Saturday, June 19, 2021",13:02:24,covnaf,car,1,25,14,1,0,0.383
930,"Saturday, June 19, 2021",13:03:15,covnaf,car,1,30,14,1,0,0.85
931,"Saturday, June 19, 2021",13:03:18,covnaf,car,1,32,14,1,0,0.05
932,"Saturday, June 19, 2021",13:03:33,covnaf,car,1,37,14,1,0,0.25
933,"Saturday, June 19, 2021",13:05:01,covnaf,car,1,36,10,3,1,0.467
934,"Saturday, June 19, 2021",13:05:22,covnaf,car,1,33,10,3,1,0.35
935,"Saturday, June 19, 2021",13:05:34,covnaf,car,1,39,10,3,1,0.2
936,"Saturday, June 19, 2021",13:05:53,covnaf,car,1,26,10,3,1,0.317
937,"Saturday, June 19, 2021",13:06:30,covnaf,truck,2,16,10,3,1,0.617
938,"Saturday, June 19, 2021",13:06:47,covnaf,car,1,28,10,3,1,0.283
939,"Saturday, June 19, 2021",13:09:04,covnaf,car,1,27,12,3,0,0.283
940,"Saturday, June 19, 2021",13:09:08,covnaf,car,1,27,12,3,0,0.067
941,"Saturday, June 19, 2021",13:09:28,covnaf,car,1,28,12,3,0,0.333
942,"Saturday, June 19, 2021",13:09:32,covnaf,car,1,49,12,3,0,0.067
943,"Saturday, June 19, 2021",13:09:38,covnaf,car,1,37,12,3,0,0.1
944,"Saturday, June 19, 2021",13:10:11,covnaf,car,1,29,12,3,0,0.55
945,"Saturday, June 19, 2021",13:10:13,covnaf,car,1,24,12,3,0,0.033
946,"Saturday, June 19, 2021",13:10:39,covnaf,car,1,35,12,3,0,0.433
947,"Saturday, June 19, 2021",13:10:41,covnaf,car,1,7,12,3,0,0.033
948,"Saturday, June 19, 2021",13:11:05,covnaf,car,1,22,16,3,0,0.4
949,"Saturday, June 19, 2021",13:11:11,covnaf,car,1,24,16,3,0,0.1
950,"Saturday, June 19, 2021",13:11:22,covnaf,car,1,31,16,3,0,0.183
951,"Saturday, June 19, 2021",13:11:34,covnaf,car,1,32,16,3,0,0.2
952,"Saturday, June 19, 2021",13:12:08,covnaf,car,1,24,16,3,0,0.567
953,"Saturday, June 19, 2021",13:12:09,covnaf,moto,0.5,26,16,3,0,0.017
954,"Saturday, June 19, 2021",13:12:10,covnaf,car,1,24,16,3,0,0.017
955,"Saturday, June 19, 2021",13:12:14,covnaf,car,1,21,16,3,0,0.067
956,"Saturday, June 19, 2021",13:12:20,covnaf,car,1,30,16,3,0,0.1
957,"Saturday, June 19, 2021",13:13:56,covnaf,truck,2,11,7,1,0,0.6
958,"Saturday, June 19, 2021",13:13:58,covnaf,car,1,12,7,1,0,0.033
959,"Saturday, June 19, 2021",13:14:03,covnaf,car,1,10,7,1,0,0.083
960,"Saturday, June 19, 2021",13:14:20,covnaf,truck,2,28,7,1,0,0.283
961,"Saturday, June 19, 2021",13:14:56,covnaf,car,1,26,7,1,0,0.6
962,"Saturday, June 19, 2021",13:15:22,covnaf,car,1,25,6,2,0,0.433
963,"Saturday, June 19, 2021",13:15:24,covnaf,car,1,26,6,2,0,0.033
964,"Saturday, June 19, 2021",13:15:27,covnaf,truck,2,23,6,2,0,0.05
965,"Saturday, June 19, 2021",13:15:29,covnaf,car,1,25,6,2,0,0.033
966,"Saturday, June 19, 2021",13:15:30,covnaf,moto,0.5,24,6,2,0,0.017
967,"Saturday, June 19, 2021",13:15:34,covnaf,car,1,22,6,2,0,0.067
968,"Saturday, June 19, 2021",13:15:57,covnaf,car,1,26,6,2,0,0.383
969,"Saturday, June 19, 2021",13:16:11,covnaf,car,1,26,6,2,0,0.233
970,"Saturday, June 19, 2021",13:16:35,covnaf,moto,0.5,37,6,2,0,0.4
971,"Saturday, June 19, 2021",13:16:36,covnaf,car,1,35,6,2,0,0.017
972,"Saturday, June 19, 2021",13:16:40,covnaf,car,1,28,6,2,0,0.067
973,"Saturday, June 19, 2021",13:16:46,covnaf,moto,0.5,24,6,2,0,0.1
974,"Saturday, June 19, 2021",13:16:54,covnaf,car,1,28,6,2,0,0.133
975,"Saturday, June 19, 2021",13:20:02,covnaf,car,1,41,7,1,0,0.133
976,"Saturday, June 19, 2021",13:20:20,covnaf,moto,0.5,27,7,1,0,0.3
977,"Saturday, June 19, 2021",13:25:37,covnaf,car,1,33,11,2,1,0.283
978,"Saturday, June 19, 2021",13:25:56,covnaf,car,1,30,11,2,1,0.317
979,"Saturday, June 19, 2021",13:26:00,covnaf,car,1,13,10,5,0,0.067
980,"Saturday, June 19, 2021",13:26:07,covnaf,car,1,29,10,5,0,0.117
981,"Saturday, June 19, 2021",13:26:19,covnaf,car,1,31,10,5,0,0.2
982,"Saturday, June 19, 2021",13:26:36,covnaf,car,1,28,10,5,0,0.283
983,"Saturday, June 19, 2021",13:26:48,covnaf,car,1,27,10,5,0,0.2
984,"Saturday, June 19, 2021",13:26:51,covnaf,car,1,29,10,5,0,0.05
985,"Saturday, June 19, 2021",13:27:00,covnaf,moto,0.5,28,10,5,0,0.15
986,"Saturday, June 19, 2021",13:27:04,covnaf,truck,2,32,10,5,0,0.067
987,"Saturday, June 19, 2021",13:27:30,covnaf,car,1,34,10,5,0,0.433
988,"Saturday, June 19, 2021",13:27:35,covnaf,car,1,35,10,5,0,0.083
989,"Saturday, June 19, 2021",13:28:17,covnaf,long,1,17,11,0,0,0.7
990,"Saturday, June 19, 2021",13:28:24,covnaf,car,1,22,11,0,0,0.117
991,"Saturday, June 19, 2021",13:28:39,covnaf,car,1,35,11,0,0,0.25
992,"Saturday, June 19, 2021",13:28:54,covnaf,car,1,23,11,0,0,0.25
993,"Saturday, June 19, 2021",13:29:06,covnaf,car,1,23,11,0,0,0.2
994,"Saturday, June 19, 2021",13:29:19,covnaf,car,1,24,11,0,0,0.217
995,"Saturday, June 19, 2021",13:29:21,covnaf,truck,2,23,11,0,0,0.033
996,"Saturday, June 19, 2021",13:29:41,covnaf,moto,0.5,38,11,0,0,0.333
997,"Saturday, June 19, 2021",13:29:52,covnaf,car,1,27,11,0,0,0.183
998,"Saturday, June 19, 2021",13:29:55,covnaf,moto,0.5,33,11,0,0,0.05
999,"Saturday, June 19, 2021",13:29:58,covnaf,moto,0.5,26,11,0,0,0.05
1000,"Saturday, June 19, 2021",13:33:02,covnaf,truck,2,30,6,0,0,0.067
1001,"Saturday, June 19, 2021",13:33:19,covnaf,car,1,18,6,0,0,0.283
1002,"Saturday, June 19, 2021",13:33:27,covnaf,car,1,27,6,0,0,0.133
1003,"Saturday, June 19, 2021",13:33:33,covnaf,car,1,28,6,0,0,0.1
1004,"Saturday, June 19, 2021",13:33:36,covnaf,car,1,22,6,0,0,0.05
1005,"Saturday, June 19, 2021",13:33:52,covnaf,car,1,40,6,0,0,0.267
1006,"Saturday, June 19, 2021",13:34:11,covnaf,car,1,24,6,0,0,0.317
1007,"Saturday, June 19, 2021",13:34:17,covnaf,car,1,22,6,0,0,0.1
1008,"Saturday, June 19, 2021",13:34:42,covnaf,truck,2,12,6,0,0,0.417
1009,"Saturday, June 19, 2021",13:34:46,covnaf,truck,2,12,6,0,0,0.067
1010,"Saturday, June 19, 2021",13:34:51,covnaf,car,1,15,6,0,0,0.083
1011,"Saturday, June 19, 2021",13:35:17,covnaf,car,1,8,9,1,0,0.433
1012,"Saturday, June 19, 2021",13:35:36,covnaf,car,1,12,9,1,0,0.317
1013,"Saturday, June 19, 2021",13:35:57,covnaf,truck,2,39,9,1,0,0.35
1014,"Saturday, June 19, 2021",13:36:03,covnaf,car,1,27,9,1,0,0.1
1015,"Saturday, June 19, 2021",13:36:18,covnaf,car,1,24,9,1,0,0.25
1016,"Saturday, June 19, 2021",13:36:30,covnaf,car,1,28,9,1,0,0.2
1017,"Saturday, June 19, 2021",13:36:38,covnaf,car,1,28,9,1,0,0.133
1018,"Saturday, June 19, 2021",13:36:41,covnaf,car,1,28,9,1,0,0.05
1019,"Saturday, June 19, 2021",13:36:46,covnaf,car,1,36,9,1,0,0.083
1020,"Saturday, June 19, 2021",13:36:53,covnaf,truck,2,31,9,1,0,0.117
1021,"Saturday, June 19, 2021",13:37:31,covnaf,moto,0.5,22,8,1,0,0.633
1022,"Saturday, June 19, 2021",13:37:34,covnaf,car,1,20,8,1,0,0.05
1023,"Saturday, June 19, 2021",13:38:15,covnaf,car,1,17,8,1,0,0.683
1024,"Saturday, June 19, 2021",13:38:27,covnaf,car,1,27,8,1,0,0.2
1025,"Saturday, June 19, 2021",13:39:03,covnaf,car,1,32,12,2,0,0.6
1026,"Saturday, June 19, 2021",13:39:05,covnaf,car,1,39,12,2,0,0.033
1027,"Saturday, June 19, 2021",13:39:15,covnaf,car,1,38,12,2,0,0.167
1028,"Saturday, June 19, 2021",13:39:58,covnaf,truck,2,41,12,2,0,0.717
1029,"Saturday, June 19, 2021",13:40:53,covnaf,car,1,25,12,2,0,0.917
1030,"Saturday, June 19, 2021",13:42:00,covnaf,car,1,19,8,1,0,0.117
1031,"Saturday, June 19, 2021",13:42:08,covnaf,car,1,35,8,1,0,0.133
1032,"Saturday, June 19, 2021",13:42:27,covnaf,car,1,34,8,1,0,0.317
1033,"Saturday, June 19, 2021",13:42:50,covnaf,car,1,26,8,1,0,0.383
1034,"Saturday, June 19, 2021",13:42:51,covnaf,moto,0.5,40,8,1,0,0.017
1035,"Saturday, June 19, 2021",13:43:48,covnaf,car,1,35,8,1,0,0.95
1036,"Saturday, June 19, 2021",13:46:31,covnaf,car,1,32,7,1,0,0.717
1037,"Saturday, June 19, 2021",13:46:45,covnaf,car,1,40,7,1,0,0.233
1038,"Saturday, June 19, 2021",13:46:49,covnaf,car,1,48,7,1,0,0.067
1039,"Saturday, June 19, 2021",13:46:57,covnaf,car,1,29,7,1,0,0.133
1040,"Saturday, June 19, 2021",13:47:10,covnaf,car,1,8,5,3,0,0.217
1041,"Saturday, June 19, 2021",13:47:17,covnaf,car,1,34,5,3,0,0.117
1042,"Saturday, June 19, 2021",13:47:29,covnaf,car,1,8,5,3,0,0.2
1043,"Saturday, June 19, 2021",13:47:54,covnaf,car,1,17,5,3,0,0.417
1044,"Saturday, June 19, 2021",13:47:58,covnaf,long,3,29,5,3,0,0.067
1045,"Saturday, June 19, 2021",13:48:07,covnaf,car,1,30,5,3,0,0.15
1046,"Saturday, June 19, 2021",13:48:14,covnaf,car,1,28,5,3,0,0.117
1047,"Saturday, June 19, 2021",13:48:21,covnaf,car,1,21,5,3,0,0.117
1048,"Saturday, June 19, 2021",13:48:42,covnaf,truck,2,24,5,3,0,0.35
1049,"Saturday, June 19, 2021",13:48:50,covnaf,truck,2,27,5,3,0,0.133
